2011	201	58.980044345898
2011	263	51.0979228486647
2011	291	36.7970660146699
2011	316	37.6835236541599
2011	351	25.9259259259259
2012	18	47.3808122424956
2012	51	3.13199105145414
2012	87	35
2012	111	33.8388625592417
2012	140	8.29535095715588
2012	169	46.5735196274118
2012	239	37.7019748653501
2012	276	46.8639887244538
2012	304	54.9635445877734
2012	333	21.5810276679842
2012	355	31.8444995864351
2013	17	37.3071528751753
2013	64	12.862669245648
2013	109	31.0957551826259
2013	144	56.0801144492132
2013	188	59.6393034825871
2013	227	50.9933774834437
2013	254	49.5708154506438
2013	284	40.1639344262295
2013	318	63.2456140350877
2013	344	47.0375722543353
2014	23	28.5326086956522
2014	65	31.3793103448276
2014	100	32.1554770318021
2014	134	54.9789621318373
2014	178	55.8404558404558
2014	253	54.5720984759672
2014	283	64.8729446935725
2014	311	61.4352090862158
2014	339	42.1629021218344
2015	8	46.4963503649635
2015	71	38.3828996282528
2015	114	27.8409090909091
2015	168	51.5580736543909
2015	216	59.9116510215351
2015	252	59.4339622641509
2015	279	62.9612546125461
2015	306	46.2839569451563
2015	329	34.7025495750708
2015	364	38.1529144587434
2016	47	41.4615384615385
2016	75	33.1970564186427
2016	99	45.877378435518
2016	130	59.6069868995633
2016	163	53.1750741839763
2016	202	51.155527795128
2016	246	58.1326781326781
2016	271	51.1077542799597
2016	299	46.9031531531532
2016	327	50.2786377708978
2016	351	37.5558867362146
2017	37	16.3451776649746
2017	77	36.4267129228101
2017	101	41.4310954063604
2017	134	46.0596786534047
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
