2011	246	40.3883526671352
2011	271	41.0663525723827
2011	295	54.4642349210678
2011	315	46.9809818311398
2011	335	44.0956484447852
2011	354	41.3718829849306
2012	17	59.4902020192084
2012	45	50.7169671439914
2012	59	41.5486553219434
2012	81	42.0198346197246
2012	109	45.4062365618686
2012	142	34.9292983880443
2012	242	46.606991422091
2012	256	36.5771860582791
2012	283	44.5676684991266
2012	304	48.9182350914339
2012	325	47.2298952157848
2012	347	54.3761290047481
2013	15	56.5928650674844
2013	38	41.5591379709638
2013	59	41.3895277824124
2013	81	43.4645417922686
2013	114	44.7616054276334
2013	143	39.7703296473792
2013	238	46.6221958326039
2013	267	42.2306968288946
2013	292	47.5515904508212
2013	325	49.0055396082232
2013	351	41.3114652504811
2014	8	39.1901578492972
2014	31	38.9440847592232
2014	56	44.696987079035
2014	86	42.3009579939313
2014	104	35.3888740280582
2014	134	36.7795257994098
2014	231	40.2548334730778
2014	266	41.0588708147047
2014	294	47.0862932803093
2014	322	55.0068357496625
2014	350	54.8696355044739
2015	13	44.9055285566515
2015	34	43.0206114117256
2015	62	38.1491303900091
2015	90	43.1127982867788
2015	124	38.6781727759559
2015	244	44.090847969233
2015	287	59.6069155880181
2015	315	43.1828185566586
2015	343	39.2006011412877
2016	12	47.4464789554528
2016	33	43.4265709151791
2016	54	42.1044200816843
2016	97	39.0291504271707
2016	128	34.1428255455136
2016	244	39.0985314786175
2016	278	47.091414949404
2016	306	48.7968391181615
2016	329	35.6006163508182
2016	354	41.5747832304347
2017	17	44.5007687760045
2017	54	37.8906538269634
2017	100	39.1347814855568
2017	149	37.2519048199976
2017	241	39.4129842668068
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
