			Run 1	Run 1	Run 1	Run 1	Run 1	Run 1	Run 1	Run 1	Run 1	Run 1	Run 1	Run 1	Run 1	Run 1	Run 1	Run 1	Run 1	Run 1	Run 1	Run 1	Run 1	Run 1	Run 1	Run 1	Run 1	Run 1	Run 1	Run 1	Run 1	Run 1	Run 1	Run 1	Run 1	Run 1	Run 1	Run 1	Run 1	Run 1	Run 1	Run 1	Run 1	Run 1	Run 1
Time (y)	Year	DOY	DAYL	DAYLGE	DAVTMP	LT50	RAIN	EVAP	TRAN	DRAIN	WAL	WCLM	ROOTD	WCL	TRANRF	CLV	CLVD	CRES	CRT	CST	CSTUB	DM	TILTOT	TILV	TILG1	TILG2	TSIZE	PHEN	VERND	VERN	HARVFRIN	HARVFR	RES	RESMOB	SLANEW	SLA	LAI	LINT	PHOT	LERV	LERG	RLEAF	RDRT	RDLVD	DEBUG
2011.66530054645	2011	244	0.469430474549576	0.346203680811016	12.15	-4.789	0	1.79972783488701	0.942272165112986	0	141.3	32.906847	0.293096142221175	21.3467423291728	1	37.2391706254569	0	3.7826834558939	64.5654229034656	0	0	922.1042114075	5630	5630	0	0	0.00661441751784313	0.01	8	0	0	0	0.1025557472002	1.15799862280787	0.0318922243923011	0.0226134	0.842104261021706	0.372347033752473	5.30981712993367	0.0079825	0.0130525	0.108482142857143	0.015309	0.0392940264855088	0
2011.66803278689	2011	245	0.470951780510001	0.351227808817706	11.65	-4.84901036877261	0	1.38629854974942	0.851921028675739	0	138.558	29.55005254104	0.292738505774901	19.2371699689871	1	38.0357960356088	0.570094463105119	6.81542414155621	64.3572639800248	0	0	1028.2942812881	5694.62665962472	5694.62665962472	0	0	0.00667924313726923	0	8	0	0	0	0.167764201419129	3.15715526581977	0.0287440249500784	0.0229468110238037	0.872800223769057	0.382913335455746	5.20917233704026	0.0076075	0.0121775	0.104017857142857	0.014679	0.0288227785645694	0
2011.67076502732	2011	246	0.472477382671626	0.356266125071421	10.3	-4.92138059700421	0	1.19541721696574	0.815703869522233	0	136.319780421575	28.9426285396125	0.292380472397753	18.8393890607668	1	39.9988161764856	1.11199020664085	7.84180509431972	64.1497089768579	0	0	1109.61860253858	5848.55603584343	5848.55603584343	0	0	0.00683909257795413	0	8	0	0	0	0.180702123988291	3.77134072395051	0.0281138601446675	0.0233122416231083	0.932462067344527	0.402944239899809	5.16741895394281	0.006595	0.009815	0.0919642857142857	0.012978	0.0242090828031348	0
2011.67349726776	2011	247	0.474007008547662	0.361317729681843	11.55	-5.02039849282906	0	0.935255937330468	0.706076569743944	0	134.308659335087	28.5156389246469	0.292022043356039	18.5543798590116	1	42.2224080238485	1.60417457999044	8.44442685652425	63.9427563802692	0	0	1185.03472927619	6000.5568570801	6000.5568570801	0	0	0.00703641495772679	0	8	0	0	0	0.183672497294187	4.09248526503517	0.0279689217087542	0.0236241466719089	0.997468359996579	0.424030027034963	5.27733328445864	0.0075325	0.0120025	0.103125	0.014553	0.0258156908615107	0
2011.6762295082	2011	248	0.475540392678846	0.366381745967126	11.7	-5.08271013984674	0	1.1879414478995	0.98637728380799	0	132.667326828012	28.167160685353	0.291663219924301	18.3186165200838	1	44.4806563999237	2.17722440891658	8.95928595716889	63.7364046795567	0	0	1260.82394468123	6173.95378757715	6173.95378757715	0	0	0.00720456581476605	0	8	0	0	0	0.184736507318305	4.3536510286331	0.0279169799118499	0.0239047469237675	1.06329883424323	0.444624371034051	6.0813656629814	0.007645	0.012265	0.104464285714286	0.014742	0.0251557626486058	0
2011.67896174863	2011	249	0.477077276268122	0.371457319247432	12.1	-5.13638425409553	0	1.10490711983028	1.02486960052302	0	130.493008096305	27.7055218888121	0.291304003385317	18.013375325476	1	47.20099826004	2.7781885051008	9.45263313792936	63.5306523670084	0	0	1346.96442322914	6350.08708807201	6350.08708807201	0	0	0.00743312612967186	0	8	0	0	0	0.183870901148998	4.58340168761915	0.0279592371750905	0.0241917239534946	1.14187352023626	0.468243841842508	6.44348191675839	0.007945	0.012965	0.108035714285714	0.015246	0.0245708105233429	0
2011.68169398907	2011	250	0.478617406808968	0.376543615617465	12.2	-5.17654196152466	0	1.10346011241837	1.14252147304032	0	128.363231375952	27.2533399948942	0.29094439503009	17.7146592191127	1	50.0422148492995	3.42955258121641	10.0092870343835	63.3254979378993	0	0	1438.4936743155	6528.43555994405	6528.43555994405	0	0	0.00766526902039734	0	8	0	0	0	0.183686114210382	4.8510425266508	0.0279682570507042	0.0244598080731888	1.22402297077115	0.491864484982868	6.91685316527647	0.00802	0.01314	0.108928571428571	0.015372	0.0234539749729694	0
2011.68442622951	2011	251	0.480160537708038	0.381639820700257	11.5	-5.21069590415992	0	1.13690870337286	1.31832461462682	0	126.117249790493	26.776486155094	0.290584396157853	17.4013918744158	1	53.1000367678363	4.11836486747151	10.6026972551953	63.120939890488	0	0	1536.58746772006	6704.72211595251	6704.72211595251	0	0	0.00791979680134628	0	8	0	0	0	0.183429005284352	5.13528746833219	0.0279808064998918	0.0247126719808435	1.31224379081427	0.516063723326724	7.35448772668181	0.007495	0.011915	0.102678571428571	0.01449	0.0210443381243436	0
2011.68715846995	2011	252	0.48170642790277	0.386745138384312	11.25	-5.25556869527876	0	1.24449268603309	1.6229273918763	0	123.662016472493	26.2552051958585	0.290224008076057	17.0614582382469	1	56.3913086461739	4.80111613744697	11.23939469435	62.9169767260131	0	0	1640.81652921699	6866.43259648053	6866.43259648053	0	0	0.00821260645230508	0	8	0	0	0	0.183156428884012	5.43988416987391	0.027994110114962	0.024948007639661	1.40685079891523	0.54073558942425	8.00925088236681	0.0073075	0.0114775	0.100446428571429	0.014175	0.0192660833838574	0
