									XXX	
	XXX	XXX	XXX		XXX		XXX	XXX	EVAP	XXX
	TEMP	TEMP	SOLAR	E05363-D	WIND	XXX	RAIN	EVAP	Priestley	EVAP
DATE	Max	Min	Radn	SUN	Run	RAIN	period	Penman	Taylor	Open-water
 	degC	degC	Mj/m2	hrs	km	mm	hrs	mm	mm	mm
--------	------	------	------	--------	------	-------	------	------	--------	----------
01/01/00	19.5	13.8	12.5	0.0	1.9	0	0	0	2.129	0	0	false
02/01/00	19.3	12.8	9.3	0.0	4	22.1	0	0	1.438	0	0	false
03/01/00	12.4	9.5	12	0.0	8	21.2	0	0	1.793	0	0	false
04/01/00	11.6	7.8	11	0.0	7.5	9.6	0	0	1.554	0	0	false
05/01/00	15.3	8.7	18.7	0.0	2.4	0	0	0	3.115	0	0	false
06/01/00	20	10.7	30.2	0.0	2.6	0	0	0	5.703	0	0	false
07/01/00	18.4	10.7	20.9	0.0	2.9	0	0	0	3.734	0	0	false
08/01/00	14.6	11.2	11.6	0.0	4.4	6.2	0	0	1.794	0	0	false
09/01/00	18.2	7	27.9	0.0	2.1	0	0	0	4.936	0	0	false
10/01/00	15.5	10.5	14.7	0.0	2.8	0	0	0	2.403	0	0	false
11/01/00	17.3	10.2	26.6	0.0	2.8	0	0	0	4.802	0	0	false
12/01/00	20.1	5.8	32.4	0.0	3.3	0	0	0	5.85	0	0	false
13/01/00	20.4	5.5	32.4	0.0	2.8	0	0	0	5.85	0	0	false
14/01/00	19.7	7.9	21.5	0.0	2.3	0	0	0	3.794	0	0	false
15/01/00	16	12.8	5.8	0.0	2.4	0	0	0	0.687	0	0	false
16/01/00	20.6	12.6	23.7	0.0	5	0	0	0	4.483	0	0	false
17/01/00	24.7	9.1	29.6	0.0	2.4	0	0	0	5.758	0	0	false
18/01/00	22	13.7	22.4	0.0	2.7	0	0	0	4.315	0	0	false
19/01/00	21.7	12.9	29.5	0.0	4.7	0	0	0	5.783	0	0	false
20/01/00	27.1	14.2	19.3	0.0	2.8	0	0	0	3.846	0	0	false
21/01/00	30.1	15.4	26.8	0.0	5.2	0	0	0	5.768	0	0	false
22/01/00	28	17.6	9.1	0.0	4.4	0	0	0	1.588	0	0	false
23/01/00	27.9	15.4	21.3	0.0	3.6	18.6	0	0	4.381	0	0	false
24/01/00	21.5	14	10.9	0.0	4.2	3.2	0	0	1.832	0	0	false
25/01/00	14.7	10.1	14.7	0.0	3.7	0	0	0	2.372	0	0	false
26/01/00	16.2	7.9	22.4	0.0	3.7	0	0	0	3.825	0	0	false
27/01/00	20	3.9	31.6	0.0	3.1	0	0	0	5.571	0	0	false
28/01/00	21.4	7.5	28.5	0.0	3.4	0	0	0	5.256	0	0	false
29/01/00	19.4	12.3	9.2	0.0	4	0	0	0	1.412	0	0	false
30/01/00	27.3	13.6	27.3	0.0	5.5	2.4	0	0	5.645	0	0	false
