leaf_below	stem_below	date_bot	total	block	seed_rate	cultivar	rgfrac	date_cut	grazing	delay	species	fraction
88.01532818589298	0	2011-08-08T00:00:00Z	100.00000000000001	1	12kg	Nui	96.32406287787182	NA	NA	-498	leaf	92.69257621596464
89.04354796166574	0	2011-08-08T00:00:00Z	99.99999999999997	1	24kg	Nui	97.85161129153136	NA	NA	-498	leaf	93.77543691644719
86.20555084153284	0	2011-08-08T00:00:00Z	100.00000000000001	1	30kg	Nui	96.49705957555611	NA	NA	-498	leaf	90.78662496993024
88.75873394524768	0	2011-08-08T00:00:00Z	99.99999999999999	1	6kg	Nui	94.71837488457989	NA	NA	-498	leaf	93.47548751594678
91.71168847176948	0	2011-08-08T00:00:00Z	100.00000000000001	1	18kg	Nui	99.49748743718592	NA	NA	-498	leaf	96.58536585365854
82.23446853544768	0	2011-08-08T00:00:00Z	99.99999999999999	1	6kg	Commando	90.18906489524784	NA	NA	-498	leaf	86.60451422963689
89.03580974337167	0	2011-08-08T00:00:00Z	99.99999999999999	1	30kg	Commando	97.22753346080307	NA	NA	-498	leaf	93.76728747925503
89.16062366841524	0	2011-08-08T00:00:00Z	100	1	12kg	Commando	95.66675264379676	NA	NA	-498	leaf	93.89873417721519
88.00853496531425	0	2011-08-08T00:00:00Z	100.00000000000001	1	24kg	Commando	99.12472647702407	NA	NA	-498	leaf	92.68542199488492
89.08708994380824	0	2011-08-08T00:00:00Z	100.00000000000001	1	18kg	Commando	97.69858945805493	NA	NA	-498	leaf	93.82129277566541
86.60491058698689	0	2011-08-08T00:00:00Z	99.99999999999999	1	24kg	Alto	97.98683701122725	NA	NA	-498	leaf	91.20720720720719
83.17301551224026	0	2011-08-08T00:00:00Z	100	1	6kg	Alto	92.67453294001967	NA	NA	-498	leaf	87.59293680297398
84.02720606021143	0	2011-08-08T00:00:00Z	100	1	12kg	Alto	93.21212121212122	NA	NA	-498	leaf	88.49252013808976
90.22552187433384	0	2011-08-08T00:00:00Z	100	1	18kg	Alto	98.14621409921672	NA	NA	-498	leaf	95.02022244691608
88.30603798732068	0	2011-08-08T00:00:00Z	99.99999999999999	1	30kg	Alto	97.56637168141592	NA	NA	-498	leaf	92.99873471109235
88.4899205272917	0	2011-08-08T00:00:00Z	100	1	12kg	Halo	98.7012987012987	NA	NA	-498	leaf	93.1923890063425
91.2488349100139	0	2011-08-08T00:00:00Z	100.00000000000001	1	6kg	Halo	97.27674190382729	NA	NA	-498	leaf	96.09791565681049
91.62970674065377	0	2011-08-08T00:00:00Z	100	1	18kg	Halo	100	NA	NA	-498	leaf	96.49902750764102
92.45939899247742	0	2011-08-08T00:00:00Z	100	1	24kg	Halo	99.80765120752297	NA	NA	-498	leaf	97.37281067556296
92.03468179269302	0	2011-08-08T00:00:00Z	99.99999999999999	1	30kg	Halo	99.48313384113166	NA	NA	-498	leaf	96.92552345613569
88.9530574053021	0	2011-08-08T00:00:00Z	100.00000000000001	2	30kg	Halo	99.09049567985448	2011-08-10T00:00:00Z	3	-2	leaf	93.68013757523647
87.61343573621143	0	2011-08-08T00:00:00Z	100.00000000000001	2	24kg	Halo	96.60574412532638	2011-08-10T00:00:00Z	3	-2	leaf	92.26932668329178
86.79884865871297	0	2011-08-08T00:00:00Z	100.00000000000001	2	12kg	Halo	93.33786539768865	2011-08-10T00:00:00Z	3	-2	leaf	91.41145139813584
88.72684258571888	0	2011-08-08T00:00:00Z	100	2	6kg	Halo	95.28725314183123	2011-08-10T00:00:00Z	3	-2	leaf	93.4419014084507
87.15755103979653	0	2011-08-08T00:00:00Z	100	2	18kg	Halo	95.56618819776715	2011-08-10T00:00:00Z	3	-2	leaf	91.78921568627452
90.06490343982476	0	2011-08-08T00:00:00Z	100.00000000000001	2	24kg	Alto	97.30552526354053	2011-08-10T00:00:00Z	3	-2	leaf	94.85106854168974
