BASAL	2011	220	94.6474523932064	20	sd	1
BASAL	2011	313	90.3440300664932	20	sd	1
BASAL	2012	10	79.7156638740797	20	sd	1
BASAL	2012	82	59.9774202653119	20	sd	1
BASAL	2012	229	83.6377189713008	20	sd	1
BASAL	2012	310	87.0449409992468	20	sd	1
BASAL	2013	16	57.2370831806523	20	sd	1
BASAL	2013	127	70.8891971027893	20	sd	1
BASAL	2013	238	92.4868957483984	20	sd	1
BASAL	2013	319	82.4831838565022	20	sd	1
BASAL	2014	13	47.742496737712	20	sd	1
BASAL	2014	146	90.9447531873161	20	sd	1
BASAL	2014	260	74.2146134839393	20	sd	1
BASAL	2014	315	80.9791959956202	20	sd	1
BASAL	2015	7	39.256005234134	20	sd	1
BASAL	2015	98	2.69034640407948	20	sd	1
BASAL	2015	222	85.6617647058823	20	sd	1
BASAL	2015	313	87.719298245614	20	sd	1
BASAL	2016	19	39.0130746520456	20	sd	1
BASAL	2016	104	18.5105661656684	20	sd	1
BASAL	2016	244	85.3392833705211	20	sd	1
BASAL	2016	304	64.0166782487839	20	sd	1
BASAL	2017	23	8.66240441268647	20	sd	1
BASAL	2017	100	10.1298350013524	20	sd	1
CLV	2011	220	112.731817185259	30	sd	1
CLV	2011	313	107.229994394354	30	sd	1
CLV	2012	10	91.5903148992623	30	sd	1
CLV	2012	82	72.906104494978	30	sd	1
CLV	2012	229	85.4295210632229	30	sd	1
CLV	2012	310	115.069971938915	30	sd	1
CLV	2013	16	34.4545019959182	30	sd	1
CLV	2013	127	71.2022903786783	30	sd	1
CLV	2013	238	90.6655598407423	30	sd	1
CLV	2013	319	99.516770755176	30	sd	1
CLV	2014	13	43.280770857682	30	sd	1
CLV	2014	146	74.3233165521372	30	sd	1
CLV	2014	260	62.8411704470386	30	sd	1
CLV	2014	315	72.258018707482	30	sd	1
CLV	2015	7	27.5869985981664	30	sd	1
CLV	2015	98	1.87085721110962	30	sd	1
CLV	2015	222	71.8522718627739	30	sd	1
CLV	2015	313	119.400801548197	30	sd	1
CLV	2016	19	27.9445977096939	30	sd	1
CLV	2016	104	15.1999404563874	30	sd	1
CLV	2016	244	64.0815722751379	30	sd	1
CLV	2016	304	68.0173743205007	30	sd	1
CLV	2017	23	5.58482067384551	30	sd	1
CLV	2017	100	8.5484528779022	30	sd	1
CLVD	2011	220	12.1202518710923	20	sd	1
CLVD	2011	313	16.7340132895682	20	sd	1
CLVD	2012	10	30.5887061577886	20	sd	1
CLVD	2012	82	25.6334534873596	20	sd	1
CLVD	2012	229	14.4624775747386	20	sd	1
CLVD	2012	310	27.8837528075679	20	sd	1
CLVD	2013	16	33.88371674207	20	sd	1
CLVD	2013	127	17.4084480973431	20	sd	1
CLVD	2013	238	10.9991839577404	20	sd	1
CLVD	2013	319	21.3637523041789	20	sd	1
CLVD	2014	13	22.1022338137648	20	sd	1
CLVD	2014	146	9.72102423999612	20	sd	1
CLVD	2014	260	15.2321288753347	20	sd	1
CLVD	2014	315	23.2848719817946	20	sd	1
CLVD	2015	7	23.8215671383028	20	sd	1
CLVD	2015	98	2.1731520411493	20	sd	1
CLVD	2015	222	13.8715199617863	20	sd	1
CLVD	2015	313	17.8383384304119	20	sd	1
CLVD	2016	19	21.0429821559406	20	sd	1
CLVD	2016	104	11.9616594563451	20	sd	1
CLVD	2016	244	12.9151739963875	20	sd	1
CLVD	2016	304	17.7444748611305	20	sd	1
CLVD	2017	23	5.40056601857759	20	sd	1
CLVD	2017	100	5.84369427948734	20	sd	1
CRT	2011	220	202.917270933467	60	sd	1
CRT	2011	313	193.013989909837	60	sd	1
CRT	2012	10	164.862566818672	60	sd	1
CRT	2012	82	131.23098809096	60	sd	1
CRT	2012	229	153.773137913801	60	sd	1
CRT	2012	310	207.125949490048	60	sd	1
CRT	2013	16	62.0181035926528	60	sd	1
CRT	2013	127	128.164122681621	60	sd	1
CRT	2013	238	163.198007713336	60	sd	1
CRT	2013	319	179.130187359317	60	sd	1
CRT	2014	13	77.9053875438276	60	sd	1
CRT	2014	146	133.781969793847	60	sd	1
CRT	2014	260	113.114106804669	60	sd	1
CRT	2014	315	130.064433673468	60	sd	1
CRT	2015	7	49.6565974766995	60	sd	1
CRT	2015	98	3.36754297999732	60	sd	1
CRT	2015	222	129.334089352993	60	sd	1
CRT	2015	313	214.921442786755	60	sd	1
CRT	2016	19	50.300275877449	60	sd	1
CRT	2016	104	27.3598928214973	60	sd	1
CRT	2016	244	115.346830095248	60	sd	1
CRT	2016	304	122.431273776901	60	sd	1
CRT	2017	23	10.0526772129219	60	sd	1
CRT	2017	100	15.387215180224	60	sd	1
CST	2011	220	0	10	sd	1
CST	2011	313	1.76597016601923	10	sd	1
CST	2012	10	14.1041714886368	10	sd	1
CST	2012	82	0	10	sd	1
CST	2012	229	0	10	sd	1
CST	2012	310	11.9537242594561	10	sd	1
CST	2013	16	14.3128776726758	10	sd	1
CST	2013	127	0	10	sd	1
CST	2013	238	0	10	sd	1
CST	2013	319	8.21698721861008	10	sd	1
CST	2014	13	3.14236781212022	10	sd	1
CST	2014	146	0	10	sd	1
CST	2014	260	0	10	sd	1
CST	2014	315	14.8955190205447	10	sd	1
CST	2015	7	6.76567947982535	10	sd	1
CST	2015	98	0	10	sd	1
CST	2015	222	0	10	sd	1
CST	2015	313	4.20451086415447	10	sd	1
CST	2016	19	6.09455366455276	10	sd	1
CST	2016	104	0	10	sd	1
CST	2016	244	0	10	sd	1
CST	2016	304	2.86045179056719	10	sd	1
CST	2017	23	1.6652126093882	10	sd	1
