									EVAP			
	TEMP	TEMP	SOLAR		WIND		RAIN	EVAP	Priestley	EVAP		
DATE	Max	Min	Radn	SUN	Run	RAIN	period	Penman	Taylor	Open-water		
 	degC	degC	Mj/m2	hrs	km	mm	hrs	mm	mm	mm		
--------	------	------	------	--------	------	-------	------	------	--------	----------		
31/10/2016	18.4	4.4	24.6	0	1.8	0	0	0	4.185	0	0	FALSE
01/11/2016	18.9	3.5	23.5	0	2.1	2.9	0	0	3.96	0	0	FALSE
02/11/2016	18.5	11.7	15.5	0	3.6	1.6	0	0	2.675	0	0	FALSE
03/11/2016	18.9	6.5	23.3	0	3.2	0	0	0	4.055	0	0	FALSE
04/11/2016	17.4	9.1	23.7	0	4.3	2.3	0	0	4.182	0	0	FALSE
05/11/2016	19.1	9.1	19.6	0	3	5.8	0	0	3.439	0	0	FALSE
06/11/2016	21.9	11.6	18.6	0	3.5	16.7	0	0	3.421	0	0	FALSE
07/11/2016	19.5	13.6	13	0	4.7	4.7	0	0	2.23	0	0	FALSE
08/11/2016	20.2	11.7	24.3	0	6.5	0	0	0	4.549	0	0	FALSE
09/11/2016	22.5	9.2	27.8	0	3.3	0	0	0	5.265	0	0	FALSE
10/11/2016	20.6	12.3	15.9	0	2.6	0	0	0	2.834	0	0	FALSE
11/11/2016	21.9	14.4	16.4	0	3	6.8	0	0	3.039	0	0	FALSE
12/11/2016	16.8	14.5	13.1	0	4.9	1.3	0	0	2.211	0	0	FALSE
13/11/2016	18.1	11.1	19.5	0	4.3	0	0	0	3.455	0	0	FALSE
14/11/2016	20.4	7.4	16	0	2.5	1.2	0	0	2.708	0	0	FALSE
15/11/2016	18.9	13.9	4.4	0	4	20.3	0	0	0.422	0	0	FALSE
16/11/2016	18.9	14.5	21.2	0	4.8	15.9	0	0	3.965	0	0	FALSE
17/11/2016	16.9	10.8	19.8	0	4.1	2.9	0	0	3.461	0	0	FALSE
18/11/2016	18.9	7.1	27.1	0	4.1	0	0	0	4.823	0	0	FALSE
19/11/2016	18.3	11.6	6.3	0	4.7	0	0	0	0.796	0	0	FALSE
20/11/2016	19.2	12.6	28.2	0	6	0	0	0	5.353	0	0	FALSE
21/11/2016	19.7	9	29	0	4.1	0	0	0	5.345	0	0	FALSE
22/11/2016	22.7	8.6	29	0	2.6	0	0	0	5.491	0	0	FALSE
23/11/2016	23	8.4	30	0	2.5	0	0	0	5.703	0	0	FALSE
24/11/2016	24	9.6	23.4	0	1.6	0	0	0	4.438	0	0	FALSE
25/11/2016	20.5	13.5	6.8	0	2.8	5.9	0	0	0.936	0	0	FALSE
26/11/2016	21.2	11.3	23.1	0	4	0	0	0	4.326	0	0	FALSE
27/11/2016	19.7	12	15.6	0	5.3	5.4	0	0	2.737	0	0	FALSE
28/11/2016	17.9	9.8	25	0	5.2	0	0	0	4.494	0	0	FALSE
29/11/2016	18.5	11	16.5	0	3.8	0	0	0	2.858	0	0	FALSE
30/11/2016	20.2	13.9	17.3	0	3.1	0	0	0	3.165	0	0	FALSE
01/12/2016	21.7	12.8	16.3	0	2.8	0	0	0	2.965	0	0	FALSE
02/12/2016	22.5	12.8	22.6	0	2.3	0	0	0	4.341	0	0	FALSE
03/12/2016	22.6	9.6	26.4	0	1.5	0	0	0	5	0	0	FALSE
04/12/2016	22.5	9.7	22.5	0	2	0	0	0	4.188	0	0	FALSE
05/12/2016	24.3	11.2	28.4	0	1.6	0	0	0	5.598	0	0	FALSE
06/12/2016	25.4	11.6	22.3	0	1.7	1.8	0	0	4.348	0	0	FALSE
07/12/2016	23.9	14.1	20.7	0	2.7	10.9	0	0	4.037	0	0	FALSE
08/12/2016	19.9	14.2	7.1	0	2.6	3.1	0	0	1.001	0	0	FALSE
09/12/2016	25.9	14.9	23.8	0	2	0	0	0	4.847	0	0	FALSE
10/12/2016	22.7	17.1	10	0	2.8	4.9	0	0	1.708	0	0	FALSE
11/12/2016	18.7	11.1	25.9	0	5.1	1.2	0	0	4.777	0	0	FALSE
12/12/2016	19.5	11.7	24.1	0	4.8	0	0	0	4.475	0	0	FALSE
13/12/2016	19.9	8.6	28.9	0	3.5	0	0	0	5.314	0	0	FALSE
14/12/2016	19.5	10.6	10.1	0	3.7	0	0	0	1.572	0	0	FALSE
15/12/2016	21.6	13.7	11.8	0	4.2	1.2	0	0	2.022	0	0	FALSE
16/12/2016	20.1	12	28.9	0	4.5	0	0	0	5.515	0	0	FALSE
17/12/2016	23.2	8.5	28.2	0	1.8	0	0	0	5.348	0	0	FALSE
18/12/2016	23	8.3	23.9	0	2.2	0	0	0	4.439	0	0	FALSE
19/12/2016	20	12.4	10.4	0	2.8	4.7	0	0	1.672	0	0	FALSE
20/12/2016	22.4	6.9	31.2	0	1.7	0	0	0	5.823	0	0	FALSE
21/12/2016	26	8.7	28.1	0	1.9	0	0	0	5.49	0	0	FALSE
22/12/2016	25.4	12.5	23.2	0	2.5	14.4	0	0	4.584	0	0	FALSE
23/12/2016	19.3	12.9	25.9	0	5.1	0	0	0	4.896	0	0	FALSE
24/12/2016	20.2	7.7	26.3	0	4.4	0	0	0	4.762	0	0	FALSE
25/12/2016	20.1	9.9	17.1	0	3.2	0	0	0	2.995	0	0	FALSE
26/12/2016	22.1	9.6	19.3	0	1.7	0	0	0	3.504	0	0	FALSE
27/12/2016	20.2	14.1	15.3	0	3	0	0	0	2.746	0	0	FALSE
28/12/2016	22.7	14	28.3	0	4.2	0	0	0	5.642	0	0	FALSE
29/12/2016	17.8	11.3	13.5	0	3.2	0	0	0	2.242	0	0	FALSE
30/12/2016	23.6	7.5	28.9	0	1.8	0	0	0	5.459	0	0	FALSE
31/12/2016	23.9	7.5	26.2	0	2	0	0	0	4.918	0	0	FALSE
