CLV	2011	332	109.987722314423	30	sd	0
CLV	2012	16	86.2497468013667	30	sd	0
CLV	2012	107	102.435376580047	30	sd	1
CLV	2012	240	132.537578674956	30	sd	1
CLV	2012	324	122.077991907297	30	sd	1
CLV	2013	112	120.610210039604	30	sd	1
CLV	2013	266	124.624237858991	30	sd	1
CLV	2013	324	89.7231673438008	30	sd	1
CLV	2014	7	94.6384058833471	30	sd	1
CLV	2014	103	98.8737200117287	30	sd	1
CLV	2014	265	129.952413333144	30	sd	1
CLV	2015	12	123.440789484558	30	sd	1
CLV	2015	89	123.602141269041	30	sd	1
CLV	2015	243	117.162039957571	30	sd	1
CLV	2015	314	112.555298835341	30	sd	1
CLV	2016	11	129.856023530315	30	sd	1
CLV	2016	96	96.9825152624904	30	sd	1
CLV	2016	243	90.9389480090747	30	sd	1
CLV	2016	305	90.5386917943521	30	sd	1
CLV	2017	16	76.761258099951	30	sd	1
CLV	2017	99	96.9214623489583	30	sd	1
CLV	2017	240	102.070607293674	30	sd	1
CLVD	2011	332	24.0074084138743	20	sd	0
CLVD	2012	16	30.7188334110456	20	sd	0
CLVD	2012	107	31.2276910780678	20	sd	1
CLVD	2012	240	10.2106496745998	20	sd	1
CLVD	2012	324	21.084362580689	20	sd	1
CLVD	2013	112	18.819901871317	20	sd	1
CLVD	2013	266	14.978968398048	20	sd	1
CLVD	2013	324	51.607665673827	20	sd	1
CLVD	2014	7	25.4771727540928	20	sd	1
CLVD	2014	103	6.89894183299809	20	sd	1
CLVD	2014	265	13.2698789069277	20	sd	1
CLVD	2015	12	17.8016842710635	20	sd	1
CLVD	2015	89	12.0425332185428	20	sd	1
CLVD	2015	243	12.431077169109	20	sd	1
CLVD	2015	314	23.1408262370003	20	sd	1
CLVD	2016	11	30.1055999418975	20	sd	1
CLVD	2016	96	25.855882378401	20	sd	1
CLVD	2016	243	20.4546797417625	20	sd	1
CLVD	2016	305	33.7444296837173	20	sd	1
CLVD	2017	16	34.6724055049316	20	sd	1
CLVD	2017	99	38.2408645433	20	sd	1
CLVD	2017	240	25.5723379442513	20	sd	1
CST	2011	332	8.6730337634602	10	sd	0
CST	2012	16	5.02454458409322	10	sd	0
CST	2012	107	0	10	sd	1
CST	2012	240	0	10	sd	1
CST	2012	324	12.2597445882142	10	sd	1
CST	2013	112	0	10	sd	1
CST	2013	266	0	10	sd	1
CST	2013	324	52.4249502057632	10	sd	1
CST	2014	7	12.5453107991574	10	sd	1
CST	2014	103	0	10	sd	1
CST	2014	265	0	10	sd	1
CST	2015	12	3.80411584682257	10	sd	1
CST	2015	89	0	10	sd	1
CST	2015	243	0	10	sd	1
CST	2015	314	7.27162921907575	10	sd	1
CST	2016	11	16.2255814941676	10	sd	1
CST	2016	96	0	10	sd	1
CST	2016	243	0	10	sd	1
CST	2016	305	21.6072475466473	10	sd	1
CST	2017	16	24.4741291138118	10	sd	1
CST	2017	99	2.21889925747112	10	sd	1
CST	2017	240	0	10	sd	1
TILTOT	2011	140	880	2000	sd	0
TILTOT	2011	293	7440	2000	sd	0
TILTOT	2011	347	5180	2000	sd	0
TILTOT	2012	121	5570	2000	sd	1
TILTOT	2013	130	6740	2000	sd	1
TILTOT	2014	147	6790	2000	sd	1
TILTOT	2015	113	6990	2000	sd	1
TILTOT	2016	110	6130	2000	sd	1
TILTOT	2017	118	5420	2000	sd	1
WCLM	2013	305	18	10	sd	1
WCLM	2014	32	30	10	sd	1
WCLM	2014	121	36.2	10	sd	1
WCLM	2014	213	32.9	10	sd	1
WCLM	2014	305	21	10	sd	1
WCLM	2015	32	29	10	sd	1
WCLM	2015	121	31.3	10	sd	1
WCLM	2015	213	33.7	10	sd	1
WCLM	2015	305	26.4	10	sd	1
WCLM	2016	32	27.1	10	sd	1
WCLM	2016	122	17.4	10	sd	1
WCLM	2016	214	30.9	10	sd	1
WCLM	2016	306	22.7	10	sd	1
WCLM	2017	32	16.8	10	sd	1
WCLM	2017	121	35	10	sd	1
WCLM	2017	213	38.6	10	sd	1
WCLM	2017	305	26.4	10	sd	1
WCLM	2018	32	20.5	10	sd	0
WCLM	2018	121	35.6	10	sd	0
