2011	144	33.3924430917972
2011	172	37.5697903201166
2011	223	39.4121289126233
2011	263	56.4512878107196
2011	291	69.7766453598822
2011	319	43.1461707317009
2011	347	45.0783548985595
2012	18	54.7943187551003
2012	47	31.4257004471687
2012	87	46.1096102393086
2012	124	42.4190105917774
2012	173	34.8554029910866
2012	233	35.7795335185989
2012	262	40.9938144758509
2012	285	39.0529906895499
2012	311	51.4803806438617
2012	332	34.6063508125089
2012	355	30.6434972849974
2013	17	40.0292030080511
2013	67	25.9100414460158
2013	127	40.5650711485694
2013	170	42.6507835314702
2013	239	37.3582578505676
2013	267	34.9134072445934
2013	294	47.274153325956
2013	321	41.4225578031324
2013	350	37.8450054313559
2014	14	36.1300321222298
2014	71	28.3230507311449
2014	147	37.1815279331227
2014	218	32.8681758019802
2014	261	38.3779123406153
2014	288	32.2888654899153
2014	317	45.1536383909512
2014	345	30.2900374501075
2015	8	35.1103776321821
2015	56	33.8559889711827
2015	99	29.1442542179744
2015	138	32.2945438780989
2015	223	29.5860790115867
2015	257	39.3802875917781
2015	286	56.7033012205562
2015	315	44.7278562949286
2015	335	34.5513077902611
2015	356	34.2296892762164
2016	20	36.1184312715285
2016	63	47.1379043487988
2016	105	28.6851501854772
2016	187	30.7042186954288
2016	245	29.7714485484741
2016	279	44.2411087141403
2016	305	51.0573157047638
2016	330	37.8188424986943
2016	354	45.4809352931795
2017	24	39.0036260554856
2017	67	38.2041436544293
2017	101	32.8217723991748
2017	142	33.3315996441986
2017	200	33.06218495831
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
